Price,Close,High,Low,Open,Volume,future_return,label,ticker,executive,company
Ticker,INTC,INTC,INTC,INTC,INTC,,,,,
Date,,,,,,,,,,
2018-01-02,39.330379486083984,39.37235684072965,38.793102651813875,38.935818612279554,23370800,-0.06894322266356412,0,INTC,Pat Gelsinger,Intel
2018-01-03,37.99559020996094,38.79311210625815,36.64400424540895,38.17188681614017,116479000,-0.06098119778529115,0,INTC,Pat Gelsinger,Intel
2018-01-04,37.298797607421875,37.483487703033596,35.83807354719388,36.53485657887646,89209100,-0.02295713819344841,0,INTC,Pat Gelsinger,Intel
2018-01-05,37.559043884277344,37.90323703769222,36.853867276985596,37.29879903075005,41824000,-0.03352682208737504,0,INTC,Pat Gelsinger,Intel
2018-01-08,37.559043884277344,37.64299218416493,36.9042349759492,37.1644798294765,33733800,-0.03576227533999507,0,INTC,Pat Gelsinger,Intel
2018-01-09,36.61881637573242,37.64300256952073,36.50968419625448,37.525473636284026,44282300,0.0176522435822311,1,INTC,Pat Gelsinger,Intel
2018-01-10,35.67857360839844,36.60201776199974,35.628202704549764,36.37535670073703,45735000,0.046588318262823475,1,INTC,Pat Gelsinger,Intel
2018-01-11,36.44252395629883,36.5852399522281,35.63660850463118,35.93043084562772,35371500,0.03248088151506267,1,INTC,Pat Gelsinger,Intel
2018-01-12,36.299808502197266,36.60202437260421,36.106721603782326,36.47610189387376,29973600,0.05804812365821519,1,INTC,Pat Gelsinger,Intel
2018-01-16,36.21584701538086,36.76152054699994,36.00597307282309,36.56004015307871,38367200,0.0676868307385256,1,INTC,Pat Gelsinger,Intel
2018-01-17,37.265220642089844,37.3155915464661,36.52646339001752,36.56004399293502,32368600,0.025231004578428546,1,INTC,Pat Gelsinger,Intel
2018-01-18,37.34077835083008,37.55904908463495,37.08053346126975,37.27362034210591,26826500,0.018435412156984493,1,INTC,Pat Gelsinger,Intel
2018-01-19,37.6262092590332,37.68497372095774,37.14769681054879,37.45830942392465,25780200,0.11735841844946285,1,INTC,Pat Gelsinger,Intel
2018-01-22,38.406944274902344,38.44052488547292,37.60102883574828,37.60942238717928,27706800,0.09245879332350035,1,INTC,Pat Gelsinger,Intel
2018-01-23,38.66718292236328,38.69236677498888,38.30619942342345,38.45730894402258,22135100,0.059270527812224694,1,INTC,Pat Gelsinger,Intel
2018-01-24,38.20545959472656,38.72594939382092,37.743737458852415,38.53286570799802,32464200,0.05778949714298038,1,INTC,Pat Gelsinger,Intel
2018-01-25,38.029170989990234,38.92743152065306,37.92003560518893,38.51608024339351,36758700,0.051876399509324746,1,INTC,Pat Gelsinger,Intel
2018-01-26,42.041961669921875,42.100726134360876,40.396547058360504,40.61481781406804,86916100,-0.07847438827959011,0,INTC,Pat Gelsinger,Intel
2018-01-29,41.958003997802734,42.68836452194114,41.44591099495739,41.6389946644458,46304000,-0.10924363483027927,0,INTC,Pat Gelsinger,Intel
2018-01-30,40.959007263183594,42.02516748039388,40.91703310709652,41.53825830299995,32814600,-0.07327963321392868,0,INTC,Pat Gelsinger,Intel
2018-01-31,40.413333892822266,41.3451748952345,39.926427914645885,41.32838459220457,41619900,-0.054701795232880754,0,INTC,Pat Gelsinger,Intel
2018-02-01,40.00198745727539,40.690373951649654,39.83408760933511,40.043961618654656,28840400,-0.09674688290348123,0,INTC,Pat Gelsinger,Intel
2018-02-02,38.74274444580078,40.11951747166491,38.70076708086664,39.724953298731904,28663000,-0.0412098921464354,0,INTC,Pat Gelsinger,Intel
2018-02-05,37.374359130859375,39.674576182192574,37.35756882799426,38.91063501515522,47869000,0.01379469217748593,1,INTC,Pat Gelsinger,Intel
2018-02-06,37.95754623413086,37.974450449291126,36.36858547470856,37.20532639232038,58145400,-0.010020157094082084,0,INTC,Pat Gelsinger,Intel
2018-02-07,38.20265197753906,39.13236122916208,37.47578685667229,37.67863421157787,37508400,0.0039820877447277955,1,INTC,Pat Gelsinger,Intel
2018-02-08,36.131919860839844,38.38857857122397,36.123469368386495,38.270252331987855,43151300,0.07415238087596336,1,INTC,Pat Gelsinger,Intel
2018-02-09,37.14616012573242,37.42507159203491,35.53184479147827,36.765823377002576,49301100,0.03663258141626264,1,INTC,Pat Gelsinger,Intel
2018-02-12,37.88992691040039,38.1688383583071,37.264483939946224,37.31519657781512,28379500,0.03323665857648594,1,INTC,Pat Gelsinger,Intel
2018-02-13,37.577205657958984,37.847666624906985,37.40816674757922,37.68708143332819,19517600,0.033287992789097234,1,INTC,Pat Gelsinger,Intel
2018-02-14,38.35477828979492,38.46465082650211,37.222221931242714,37.24757663599843,19922000,0.009255281852110627,1,INTC,Pat Gelsinger,Intel
2018-02-15,38.811187744140625,38.870354108668586,37.9913542742586,38.77738253831666,23536800,0.03941628366875956,1,INTC,Pat Gelsinger,Intel
2018-02-16,38.506919860839844,39.3774659375658,38.464657713148945,38.7266681977462,21475200,0.07791926935818999,1,INTC,Pat Gelsinger,Intel
2018-02-20,39.149261474609375,39.47888557177859,38.36323329329094,38.422396427441875,25512000,0.0775045153615836,1,INTC,Pat Gelsinger,Intel
2018-02-21,38.82807540893555,39.77469169980367,38.81117120115419,39.44506448428918,27527500,0.07292150834495337,1,INTC,Pat Gelsinger,Intel
2018-02-22,38.70976257324219,39.35210979461141,38.557627874715216,38.997127756665456,16946400,0.04454166786564457,1,INTC,Pat Gelsinger,Intel
2018-02-23,40.340980529785156,40.39169316868957,39.14081042638797,39.166165133765695,26040900,0.02618904741362436,1,INTC,Pat Gelsinger,Intel
2018-02-26,41.50735092163086,41.524255136834945,40.65370578664631,40.73822686266672,26992300,0.013032006626655894,1,INTC,Pat Gelsinger,Intel
2018-02-27,42.18350601196289,43.020246983374115,41.67639242114672,41.72710184573859,43624100,0.016028716549680584,1,INTC,Pat Gelsinger,Intel
2018-02-28,41.65947723388672,42.54692739618003,41.65102351591464,42.41169692596532,35541200,0.04118487119329001,1,INTC,Pat Gelsinger,Intel
2018-03-01,40.4339599609375,42.02292082365144,40.121240020517334,41.83697766895046,36326600,0.06061849970564705,1,INTC,Pat Gelsinger,Intel
2018-03-02,41.3974723815918,41.45663551879654,39.69018544932131,39.89303279412982,33310600,0.065536630286915,1,INTC,Pat Gelsinger,Intel
2018-03-05,42.048274993896484,42.09053392192477,40.60299837594236,41.0509488165113,30826500,0.03557766184936671,1,INTC,Pat Gelsinger,Intel
2018-03-06,42.85965347290039,43.38367444214724,42.38634837054736,42.39479886559686,39132300,0.02110035947982631,1,INTC,Pat Gelsinger,Intel
2018-03-07,43.37521743774414,43.51890163589678,42.34408301574514,42.411699867616726,31801900,0.010522267474589847,1,INTC,Pat Gelsinger,Intel
2018-03-08,42.885005950927734,44.0175623682911,42.6568039238304,43.77245612909596,29481200,0.002759283963143011,1,INTC,Pat Gelsinger,Intel
2018-03-09,44.11052322387695,44.2034947625861,43.104746955606174,43.332948944033646,32727900,-0.019543627174539745,0,INTC,Pat Gelsinger,Intel
2018-03-12,43.544254302978516,43.907686804387026,42.682158826903596,43.83161946167016,32044400,-0.013392712046966827,0,INTC,Pat Gelsinger,Intel
2018-03-13,43.764007568359375,45.45439028755934,43.43438345397925,44.389450593088995,45573900,-0.004441762856339942,0,INTC,Pat Gelsinger,Intel
2018-03-14,43.83162307739258,44.10208404621903,43.36676848873144,44.000661988946376,24993500,-0.005784844245925461,0,INTC,Pat Gelsinger,Intel
